버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
10186,23762,11360,35122
10187,6588,12247,18835
10188,17932,10726,28658
10189,34582,8932,43514
10190,9234,21111,30345
10191,31150,10345,41495
10192,9572,31321,40893
10193,30710,8716,39426
10194,7218,25620,32838
10195,19164,8936,28100
10196,15443,30802,46245
10197,8066,2708,10774
10198,9756,4069,13825
10199,2907,9792,12699
10200,21794,2042,23836
10201,639,12970,13609
10202,3291,1621,4912
10203,601,5780,6381
10204,24847,5940,30787
10205,4952,15653,20605
10206,15041,2380,17421
10207,3402,14110,17512
10208,1422,3651,5073
10209,23607,7836,31443
10210,15188,6230,21418
10211,8757,15177,23934
10212,32866,6125,38991
10213,9886,27375,37261
10214,39314,11454,50768
10215,17269,44630,61899
10216,14941,9528,24469
10217,11304,30572,41876
10218,5093,15457,20550
10219,9999,23645,33644
10221,18491,29333,47824
10222,7272,6369,13641
10223,7113,7664,14777
10224,7928,6125,14053
10225,8946,7770,16716
10226,4504,12654,17158
10227,14610,9730,24340
10228,2976,7567,10543
10229,2160,1830,3990
10231,1633,5386,7019
10232,2014,1713,3727
10234,44408,21020,65428
10235,426,1381,1807
10236,3380,3544,6924
10241,11311,11686,22997
10242,19484,10714,30198
10244,1669,5025,6694
10245,2189,9648,11837
10246,20336,4917,25253
10247,8699,20363,29062
10248,30996,13460,44456
10249,19193,26669,45862
10250,24622,38802,63424
10251,23445,11351,34796
10252,16989,2605,19594
10253,2217,11048,13265
10256,778,891,1669
10257,1574,800,2374
10258,784,1234,2018
10259,607,1847,2454
10260,2147,1129,3276
10261,2064,5137,7201
10262,7857,5243,13100
10263,725,2447,3172
10264,13168,5660,18828
10265,71831,62732,134563
10266,66905,43806,110711
10269,403,527,930
10270,849,601,1450
10271,852,601,1453
10272,819,572,1391
10273,561,1090,1651
10276,8953,34557,43510
10277,45307,18429,63736
10278,12055,9507,21562
10279,6855,9560,16415
10280,7512,4078,11590
10281,4992,5264,10256
10282,4297,2197,6494
10283,3339,5800,9139
10284,3929,1649,5578
10285,3093,6179,9272
10286,5109,1174,6283
10287,2689,6536,9225
10292,66,2693,2759
10293,4070,74,4144
10294,3410,667,4077
10295,2656,752,3408
10296,1863,2385,4248
10297,2645,2301,4946
10298,3671,7970,11641
10299,11910,7952,19862
10301,1906,449,2355
10302,9280,16335,25615
10303,2608,1559,4167
10304,5504,4344,9848
10305,4236,3473,7709
10306,5887,4226,10113
10309,6013,15790,21803
10310,13180,3551,16731
10311,6926,5431,12357
10312,1349,3490,4839
10313,2218,1170,3388
10314,1637,4370,6007
10315,20661,15031,35692
10317,40,16711,16751
10320,80,5317,5397
10321,7948,5251,13199
10325,2786,13309,16095
10330,32029,29423,61452
10331,25215,21654,46869
10333,8801,146,8947
10334,78,9237,9315
10335,425,17129,17554
10336,2761,8525,11286
10337,2314,7096,9410
10340,9980,207,10187
10341,36,12371,12407
10342,4084,1223,5307
10343,155,5528,5683
10411,795,261,1056
10412,31,1527,1558
10413,815,470,1285
10414,238,1371,1609
10502,7249,3505,10754
10503,11981,12352,24333
10504,14976,9086,24062
10505,10478,12002,22480
10509,13626,209,13835
10510,1712,5,1717
10511,6362,34,6396
10512,7359,303,7662
10515,763,6,769
10516,5078,48,5126
10517,8695,321,9016
10519,6748,456,7204
10521,1798,25,1823
10522,1080,62,1142
10526,1366,1544,2910
10527,16446,2461,18907
10528,16368,1105,17473
10529,2281,4368,6649
10531,6161,16023,22184
10532,11423,3008,14431
10533,7736,1128,8864
10535,1999,1450,3449
10536,3061,15135,18196
10537,13942,1481,15423
10540,1309,4468,5777
10541,1582,8911,10493
10542,2305,12628,14933
10546,918,2430,3348
10549,140,763,903
10550,639,2093,2732
10551,801,6914,7715
10553,137,2051,2188
10556,437,1774,2211
10557,2192,5668,7860
10560,1157,4368,5525
10561,461,630,1091
10563,377,2973,3350
10564,1215,7493,8708
10565,309,717,1026
10568,158,510,668
10569,1995,4656,6651
10570,7358,8559,15917
10572,279,1521,1800
10573,33,320,353
10575,5390,2423,7813
10578,119,369,488
10580,990,74,1064
10582,16,4792,4808
10583,5704,13554,19258
10584,1132,2174,3306
10585,1337,1407,2744
10586,634,729,1363
10587,7964,3026,10990
10588,17648,1929,19577
10590,7,2953,2960
10592,986,3011,3997
10593,167,865,1032
10594,8500,2061,10561
10597,44,2087,2131
10598,100,3294,3394
10599,841,4219,5060
10600,915,3235,4150
10604,111,393,504
10612,12391,2702,15093
10637,64,6048,6112
10638,759,4611,5370
10657,2103,3789,5892
10667,6,531,537
10697,28,3990,4018
10698,144,513,657
10700,4094,15835,19929
10701,3140,1297,4437
10702,3427,3882,7309
10703,41590,28884,70474
10704,731,1699,2430
10705,1056,2009,3065
10706,2018,2664,4682
10707,667,3122,3789
10710,2265,5568,7833
10711,2434,7686,10120
10713,11073,3088,14161
10714,2442,2145,4587
10722,7,409,416
10726,12069,6768,18837
10734,2544,10001,12545
10735,6693,6075,12768
10736,6809,819,7628
10737,39,1322,1361
10740,2995,8243,11238
10744,10,883,893
10745,4917,4228,9145
10747,4670,2867,7537
10754,726,5685,6411
10757,1896,1293,3189
10775,2382,4687,7069
10777,1268,16640,17908
10778,706,3,709
10779,944,6111,7055
10780,371,8504,8875
10781,133,4,137
10783,1270,4741,6011
10784,332,7733,8065
10785,535,1561,2096
10786,398,599,997
10787,436,49,485
10789,58,8746,8804
10790,151,4860,5011
10791,9,2657,2666
10792,417,76,493
10797,593,333,926
10798,76,6341,6417
10799,21530,17697,39227
10800,481,484,965
10802,104,224,328
10803,334,32,366
10804,17,2754,2771
10805,358,43,401
10806,5082,4552,9634
10807,469,152,621
10808,7894,1140,9034
10809,599,583,1182
10810,3679,720,4399
10812,2780,1166,3946
10813,3509,2773,6282
10814,2127,441,2568
10815,5824,5088,10912
10816,352,417,769
10818,4181,932,5113
10819,5600,3059,8659
10821,3961,3555,7516
10822,832,573,1405
10826,4007,931,4938
10828,1860,1484,3344
10831,40,1239,1279
10834,10115,625,10740
10836,2269,10863,13132
10838,0,553,553
10841,323,3408,3731
10842,1051,603,1654
10843,280,157,437
11101,15365,9893,25258
11102,12239,12653,24892
11103,15578,14837,30415
11104,11877,10847,22724
11105,8615,19852,28467
11106,9780,6410,16190
11107,1517,1792,3309
11108,490,1322,1812
11109,1006,1275,2281
11110,1570,1374,2944
11111,865,1130,1995
11112,15195,7084,22279
11113,897,16358,17255
11114,16696,7790,24486
11115,5502,16514,22016
11116,5020,36548,41568
11117,69171,5125,74296
11118,61412,7663,69075
11119,181,3187,3368
11120,9842,4752,14594
11121,11988,7781,19769
11122,10547,1279,11826
11123,120,3925,4045
11124,11165,9616,20781
11125,8678,88,8766
11126,97,6714,6811
11127,12306,13169,25475
11128,20084,11896,31980
11129,9332,15290,24622
11130,5004,8533,13537
11131,5416,8208,13624
11132,14939,7281,22220
11133,4441,3070,7511
11134,7534,14147,21681
11135,15890,15226,31116
11136,21397,15770,37167
11137,4445,13311,17756
11138,4302,13484,17786
11139,14688,76805,91493
11140,6747,7978,14725
11141,6263,31118,37381
11142,2379,12827,15206
11143,15723,6519,22242
11144,4874,22293,27167
11145,28098,4868,32966
11146,146,765,911
11147,1075,1762,2837
11148,206,692,898
11149,754,236,990
11150,174,1178,1352
11151,534,224,758
11152,377,5735,6112
11153,2053,267,2320
11154,5921,12521,18442
11155,11928,2458,14386
11156,2706,2604,5310
11157,8257,14986,23243
11158,18034,9442,27476
11159,13585,9582,23167
11160,15241,13926,29167
11161,12469,13638,26107
11162,11466,13661,25127
11163,1462,2674,4136
11164,1667,1773,3440
11165,1925,1747,3672
11166,1323,836,2159
11167,1174,3868,5042
11168,5613,5315,10928
11169,6162,1580,7742
11170,9452,9825,19277
11171,5477,2345,7822
11172,3307,7476,10783
11173,407,292,699
11174,2353,5461,7814
11175,384,1766,2150
11176,3870,3613,7483
11177,4574,13467,18041
11178,1001,638,1639
11180,5573,10046,15619
11181,3921,5289,9210
11182,1419,6302,7721
11183,4553,10250,14803
11184,22293,18447,40740
11185,43025,26734,69759
11186,24317,41102,65419
11187,204,1140,1344
11188,2008,4464,6472
11189,5906,2930,8836
11190,7094,6964,14058
11191,21741,4930,26671
11192,591,1585,2176
11193,1626,469,2095
11194,8157,4180,12337
11195,2979,10446,13425
11196,49234,32687,81921
11197,18351,29119,47470
11198,31268,11022,42290
11199,15555,25292,40847
11200,15832,8551,24383
11201,973,6535,7508
11202,2922,1432,4354
11203,1287,1316,2603
11204,8388,3761,12149
11205,1780,7300,9080
11206,9314,8652,17966
11207,6449,7354,13803
11208,4055,17549,21604
11209,4511,4737,9248
11210,51660,52037,103697
11211,107128,43324,150452
11212,21807,20794,42601
11213,7747,45435,53182
11214,5544,12817,18361
11215,8695,6050,14745
11216,1365,1471,2836
11217,5254,7321,12575
11218,9473,3953,13426
11219,5405,6075,11480
11220,6754,2850,9604
11221,1719,7094,8813
11222,7609,8701,16310
11223,9944,5520,15464
11224,51,11663,11714
11225,12871,87,12958
11226,4618,326,4944
11227,19235,894,20129
11228,616,21924,22540
11229,1031,14863,15894
11230,4505,2429,6934
11231,1394,4099,5493
11232,29,8972,9001
11233,792,9202,9994
11234,606,6306,6912
11235,3514,545,4059
11236,1307,4972,6279
11237,9485,8024,17509
11238,9927,11591,21518
11239,17864,17834,35698
11240,21503,11314,32817
11242,4075,6270,10345
11243,11806,5378,17184
11244,65711,28300,94011
11245,26993,19706,46699
11246,31333,12591,43924
11247,5493,12858,18351
11248,10975,5164,16139
11251,12404,17277,29681
11252,15420,15280,30700
11253,1965,1022,2987
11254,192,566,758
11255,21079,49112,70191
11256,18794,30385,49179
11257,25242,36019,61261
11260,8003,7500,15503
11261,4096,7372,11468
11262,1701,10478,12179
11266,9393,1461,10854
11267,18336,11330,29666
11268,15429,11386,26815
11269,12861,6889,19750
11270,3466,2373,5839
11271,9947,4286,14233
11272,4061,14767,18828
11273,21075,19599,40674
11274,2676,17398,20074
11275,13922,2359,16281
11276,5172,9131,14303
11277,2970,19077,22047
11278,15111,46763,61874
11279,23290,5937,29227
11280,4791,5042,9833
11281,9165,6992,16157
11282,8547,3157,11704
11283,138626,110899,249525
11284,10447,48445,58892
11285,23910,14205,38115
11286,12796,15086,27882
11287,15634,3928,19562
11291,16092,5102,21194
11292,9635,123,9758
11293,16599,137,16736
11294,157,17852,18009
11295,7382,5091,12473
11296,7656,6064,13720
11297,1233,2548,3781
11298,3246,1195,4441
11299,4351,5093,9444
11300,22494,13036,35530
11301,15206,16543,31749
11302,16003,8135,24138
11303,9196,10833,20029
11304,1722,7192,8914
11305,5313,3856,9169
11306,6647,17179,23826
11307,16506,5205,21711
11308,9105,8245,17350
11309,2034,17285,19319
11310,25932,16768,42700
11311,21155,21608,42763
11312,7694,19852,27546
11313,4245,1594,5839
11314,5458,2332,7790
11315,3003,6736,9739
11317,1852,7238,9090
11318,7375,2359,9734
11319,3044,6335,9379
11320,6161,1230,7391
11321,1167,5333,6500
11322,7160,1258,8418
11323,1073,4393,5466
11324,202,2295,2497
11325,1078,236,1314
11326,4821,11006,15827
11327,4093,948,5041
11328,9749,11941,21690
11329,6988,3226,10214
11330,10,3259,3269
11331,14247,16579,30826
11332,3443,3706,7149
11333,6378,4895,11273
11334,4520,9458,13978
11335,12953,20921,33874
11336,18858,19338,38196
11337,16470,14990,31460
11338,46295,24543,70838
11339,19976,23782,43758
11340,27246,18992,46238
11341,460,5850,6310
11343,2,516,518
11344,2575,2361,4936
11345,1098,6355,7453
11346,694,5889,6583
11347,18089,12115,30204
11348,29033,81481,110514
11349,34796,20240,55036
11350,2296,192,2488
11351,783,4789,5572
11352,5074,8187,13261
11353,5554,3925,9479
11354,26298,8890,35188
11355,14110,22097,36207
11356,4188,19337,23525
11357,12115,5275,17390
11358,10093,8016,18109
11359,189,9252,9441
11360,3460,556,4016
11361,760,5950,6710
11364,13331,1475,14806
11365,7737,9557,17294
11366,20615,25627,46242
11367,29819,40202,70021
11368,437,2770,3207
11369,3422,2638,6060
11370,86,1112,1198
11371,1272,69,1341
11372,30060,2831,32891
11373,17377,17499,34876
11374,39585,24909,64494
11375,4300,36228,40528
11376,43607,11537,55144
11377,5647,9599,15246
11378,6577,8261,14838
11379,9074,15266,24340
11380,15026,12394,27420
11381,9733,8252,17985
11382,907,4010,4917
11383,3922,710,4632
11384,873,1970,2843
11385,1498,687,2185
11386,27,5376,5403
11387,288,14,302
11388,1325,59,1384
11389,56,1584,1640
11390,7591,37334,44925
11391,16626,13702,30328
11392,87061,20710,107771
11393,18238,93377,111615
11394,11149,14279,25428
11395,22813,24801,47614
11396,3811,14317,18128
11397,6702,7170,13872
11398,54015,6359,60374
11399,9087,12117,21204
11400,11209,1046,12255
11401,1901,2475,4376
11402,8742,323,9065
11403,13825,27207,41032
11404,9516,230,9746
11405,6670,6688,13358
11406,20978,315,21293
11407,4383,25308,29691
11408,29167,144,29311
11409,5907,70,5977
11410,103,17343,17446
11411,14255,1293,15548
11412,249,10396,10645
11413,11688,1221,12909
11414,43926,54772,98698
11415,31,4743,4774
11416,43291,33436,76727
11417,10785,21841,32626
11418,8176,13922,22098
11419,112,1940,2052
11420,389,420,809
11421,754,1112,1866
11422,998,934,1932
11423,4525,9164,13689
11424,10082,4650,14732
11425,69574,21304,90878
11426,35319,58220,93539
11428,5885,3134,9019
11429,2837,7571,10408
11430,2482,2846,5328
11431,659,72,731
11432,198,311,509
11433,4805,16267,21072
11434,20267,17358,37625
11435,12830,25041,37871
11436,14198,9866,24064
11437,12034,19636,31670
11438,27384,10811,38195
11439,7563,4817,12380
11440,5890,4384,10274
11441,2052,3584,5636
11442,8808,9079,17887
11443,4588,53,4641
11444,4,329,333
11445,4627,5842,10469
11446,5499,5817,11316
11447,32523,28994,61517
11448,25573,13821,39394
11449,654,646,1300
11450,357,492,849
11451,1051,99,1150
11452,15988,10215,26203
11453,9549,34047,43596
11454,63121,10921,74042
11455,20890,67755,88645
11456,759,893,1652
11457,32649,268,32917
11458,9077,277,9354
11459,1418,1051,2469
11460,36,949,985
11461,80,886,966
11462,353,1203,1556
11463,1581,523,2104
11464,8671,1981,10652
11465,3969,7262,11231
11466,2969,16,2985
11467,7,1905,1912
11468,6387,3391,9778
11469,34,1190,1224
11470,1340,43,1383
11474,70,5891,5961
11475,2681,307,2988
11476,3467,16213,19680
11477,1028,2817,3845
11478,1492,11609,13101
11479,399,6718,7117
11481,54425,42875,97300
11482,1981,416,2397
11485,27,14069,14096
11486,26753,9135,35888
11487,13,1847,1860
11489,1406,215,1621
11490,727,3491,4218
11491,12319,91,12410
11493,10250,5090,15340
11499,2859,2614,5473
11500,2433,2131,4564
11501,218,839,1057
11502,3491,23,3514
11503,3722,1877,5599
11504,23,2852,2875
11505,6172,8254,14426
11506,25,7531,7556
11507,183,815,998
11508,445,394,839
11509,263,558,821
11511,3865,163,4028
11512,2089,1812,3901
11513,14960,10963,25923
11514,5890,2298,8188
11515,45019,38555,83574
11516,1211,218,1429
11518,2605,744,3349
11519,1194,15,1209
11520,9546,136,9682
11521,352,1427,1779
11522,6612,727,7339
11524,5561,3431,8992
11527,89,635,724
11530,5105,328,5433
11531,5039,2286,7325
11532,234,718,952
11534,152,1265,1417
11535,15004,1738,16742
11537,9006,849,9855
11538,8237,6952,15189
11539,535,2474,3009
11540,5857,559,6416
11541,2328,219,2547
11542,6382,477,6859
11545,1182,5206,6388
11546,4831,1612,6443
11549,878,3102,3980
11550,530,1961,2491
11551,168,964,1132
11552,609,1913,2522
11553,4041,2562,6603
11554,704,233,937
11556,3397,9137,12534
11557,9987,2091,12078
11558,2565,2159,4724
11559,85,1112,1197
11560,2120,1114,3234
11562,2076,48869,50945
11563,39337,14867,54204
11564,490,3329,3819
11566,589,1400,1989
11567,14316,7437,21753
11571,366,1867,2233
11572,1580,554,2134
11576,6081,951,7032
11577,8160,1839,9999
11581,1007,3268,4275
11583,113,379,492
11587,2538,805,3343
11589,7102,14383,21485
11590,6275,9382,15657
11592,17,183,200
11593,3615,2575,6190
11594,2085,2990,5075
11595,60210,3570,63780
11596,18666,12814,31480
11597,36,373,409
11599,12,252,264
11601,7288,2712,10000
11602,12,547,559
11603,922,202,1124
11604,6319,383,6702
11605,1994,335,2329
11607,367,16630,16997
11609,152,3207,3359
11611,90,1481,1571
11634,203,717,920
11675,1023,1398,2421
11680,361,613,974
11723,2623,661,3284
11781,5805,1790,7595
11784,7847,8919,16766
11793,1657,1206,2863
11796,245,5155,5400
11801,1896,2068,3964
11803,3946,3121,7067
11804,1007,1281,2288
11818,5095,913,6008
11819,452,3273,3725
11842,531,195,726
11843,2842,781,3623
11844,42,5010,5052
11845,7131,3014,10145
11846,2368,6607,8975
11847,438,6110,6548
11848,50,8939,8989
11866,1982,461,2443
11867,1345,1055,2400
11868,2235,4452,6687
11869,20,261,281
11874,2541,1645,4186
11875,914,4004,4918
11879,14096,25640,39736
11880,768,5849,6617
11881,1525,129,1654
11882,56,2235,2291
11884,809,329,1138
11885,197,1976,2173
11886,1658,312,1970
11887,154,3197,3351
11888,5080,810,5890
11890,945,196,1141
11893,936,181,1117
11894,382,7099,7481
11897,173,254,427
11898,652,2632,3284
11899,5,1210,1215
11901,342,317,659
11902,1240,4630,5870
11903,274,2808,3082
11904,281,1348,1629
11906,412,4632,5044
11907,201,836,1037
11910,272,1547,1819
11915,97,513,610
11916,731,5626,6357
11926,3188,7717,10905
11927,430,3752,4182
11928,1060,4242,5302
11929,1018,8817,9835
11930,230,739,969
11931,11804,17903,29707
11933,48,2387,2435
11934,182,2489,2671
11935,8576,5918,14494
11936,718,10,728
11937,750,45,795
11938,862,277,1139
11939,314,1111,1425
12001,24893,8690,33583
12002,16194,23017,39211
12003,31289,13887,45176
12004,6772,22372,29144
12005,30094,25474,55568
12006,19177,38272,57449
12007,86157,75678,161835
12008,69253,61629,130882
12009,5610,14883,20493
12010,17707,6265,23972
12011,13037,25706,38743
12012,16484,12188,28672
12013,9564,26941,36505
12014,33525,13051,46576
12015,17870,39254,57124
12016,53963,35206,89169
12017,88721,51323,140044
12018,48127,77602,125729
12019,17960,40316,58276
12020,29354,22317,51671
12021,61433,37083,98516
12022,33460,37006,70466
12023,35072,48022,83094
12024,66332,42908,109240
12025,20851,36163,57014
12026,34851,19910,54761
12027,31750,39372,71122
12028,23816,24765,48581
12103,2392,11618,14010
12104,3836,6595,10431
12105,940,6613,7553
12106,28706,30793,59499
12107,1309,2111,3420
12109,1904,2895,4799
12111,104612,52801,157413
12112,78685,72043,150728
12113,1224,31849,33073
12117,1474,1878,3352
12118,470,1471,1941
12119,35327,15676,51003
12120,12344,6703,19047
12121,4717,3326,8043
12122,5380,4432,9812
12125,127920,54356,182276
12126,56012,35047,91059
12127,29012,34232,63244
12128,27240,38354,65594
12129,23187,24880,48067
12130,78391,42781,121172
12131,35514,65742,101256
12132,30158,16411,46569
12133,43237,34525,77762
12134,28882,28273,57155
12135,43772,86771,130543
12137,9423,9518,18941
12138,30726,26309,57035
12139,9834,19688,29522
12140,11015,31304,42319
12141,8571,19015,27586
12142,6517,15877,22394
12143,19012,31174,50186
12144,3262,14842,18104
12145,2360,11785,14145
12146,8818,2010,10828
12147,10772,5878,16650
12148,75641,15931,91572
12149,11883,7166,19049
12150,22186,7713,29899
12151,36507,20627,57134
12152,14980,11266,26246
12153,22766,18100,40866
12154,10648,7462,18110
12155,13228,10229,23457
12156,12519,15521,28040
12157,27650,34475,62125
12158,33215,16600,49815
12159,3967,9735,13702
12160,19431,9275,28706
12161,5309,23349,28658
12162,28989,25826,54815
12163,16954,12212,29166
12164,10087,15470,25557
12165,23462,23763,47225
12166,39361,19416,58777
12167,21447,13931,35378
12168,11772,11982,23754
12169,31434,89296,120730
12170,12158,11325,23483
12172,15476,12145,27621
12173,22375,24638,47013
12174,52798,19241,72039
12175,14693,11797,26490
12176,99557,40335,139892
12177,14135,15267,29402
12178,17737,23669,41406
12179,13584,10819,24403
12180,26370,17890,44260
12181,14193,21542,35735
12182,33238,20553,53791
12183,16403,42977,59380
12184,33882,127227,161109
12185,79302,22819,102121
12186,12278,19812,32090
12187,8560,33076,41636
12188,7167,29515,36682
12189,9077,16494,25571
12190,4198,12204,16402
12192,12630,4361,16991
12195,2776,14419,17195
12197,12871,5384,18255
12198,25561,12682,38243
12199,43299,7540,50839
12200,34681,8043,42724
12201,14618,28869,43487
12202,35448,64118,99566
12203,95238,17602,112840
12204,16911,15029,31940
12205,9131,15056,24187
12206,27331,15697,43028
12207,22459,20575,43034
12208,9203,10964,20167
12209,5303,13115,18418
12210,8956,16211,25167
12211,20314,45394,65708
12212,9160,51097,60257
12213,4867,29685,34552
12214,1892,16327,18219
12215,18678,3003,21681
12216,41236,6779,48015
12217,51975,9724,61699
12218,39636,12176,51812
12219,36610,10403,47013
12220,27957,19081,47038
12221,1860,2292,4152
12222,2731,1507,4238
12223,905,3119,4024
12224,3615,4075,7690
12225,5577,5233,10810
12227,807,333,1140
12229,6145,348,6493
12230,4350,8089,12439
12231,403,3037,3440
12232,147,4264,4411
12233,1064,18190,19254
12234,17090,478,17568
12235,2047,258,2305
12236,3950,733,4683
12237,3401,2115,5516
12238,528,4235,4763
12239,85,2438,2523
12240,95,968,1063
12241,8490,3093,11583
